Fecha,precio_promedio_kg,variedad
2024-04-17,1.28,Papa Unica
2024-04-17,0.81,Papa Yungay
2024-04-18,1.63,Papa Amarilla
2024-04-18,0.83,Papa Blanca
2024-04-18,0.93,Papa Canchan
2024-04-18,1.1,Papa Color
2024-04-18,1.33,Papa Huamantanga
2024-04-18,1.23,Papa Huayro
2024-04-18,0.84,Papa Negra Andina
2024-04-18,1.23,Papa Peruanita
2024-04-18,1.28,Papa Unica
2024-04-18,0.83,Papa Yungay
2024-04-19,1.63,Papa Amarilla
2024-04-19,0.85,Papa Blanca
2024-04-19,0.93,Papa Canchan
2024-04-19,1.16,Papa Color
2024-04-19,1.45,Papa Huamantanga
2024-04-19,1.2,Papa Huayro
2024-04-19,0.85,Papa Negra Andina
2024-04-19,1.23,Papa Peruanita
2024-04-19,1.4,Papa Unica
2024-04-19,0.85,Papa Yungay
2024-04-20,1.61,Papa Amarilla
2024-04-20,0.84,Papa Blanca
2024-04-20,0.95,Papa Canchan
2024-04-20,1.16,Papa Color
2024-04-20,1.48,Papa Huamantanga
2024-04-20,1.23,Papa Huayro
2024-04-20,0.85,Papa Negra Andina
2024-04-20,1.2,Papa Peruanita
2024-04-20,1.38,Papa Unica
2024-04-20,0.84,Papa Yungay
2024-04-21,1.61,Papa Amarilla
2024-04-21,0.84,Papa Blanca
2024-04-21,0.95,Papa Canchan
2024-04-21,1.16,Papa Color
2024-04-21,1.48,Papa Huamantanga
2024-04-21,1.23,Papa Huayro
2024-04-21,0.85,Papa Negra Andina
2024-04-21,1.2,Papa Peruanita
2024-04-21,1.38,Papa Unica
2024-04-21,0.84,Papa Yungay
2024-04-22,1.83,Papa Amarilla
2024-04-22,0.75,Papa Blanca
2024-04-22,0.95,Papa Canchan
2024-04-22,1.23,Papa Color
2024-04-22,1.45,Papa Huamantanga
2024-04-22,1.25,Papa Huayro
2024-04-22,0.94,Papa Negra Andina
2024-04-22,1.76,Papa Peruanita
2024-04-22,1.5,Papa Unica
2024-04-22,0.75,Papa Yungay
2024-04-23,1.93,Papa Amarilla
2024-04-23,0.81,Papa Blanca
2024-04-23,1.0,Papa Canchan
2024-04-23,1.16,Papa Color
2024-04-23,1.33,Papa Huamantanga
2024-04-23,1.23,Papa Huayro
2024-04-23,0.86,Papa Negra Andina
2024-04-23,1.55,Papa Peruanita
2024-04-23,1.33,Papa Unica
2024-04-23,0.81,Papa Yungay
2024-04-24,1.95,Papa Amarilla
2024-04-24,0.88,Papa Blanca
2024-04-24,1.03,Papa Canchan
2024-04-24,1.18,Papa Color
2024-04-24,1.35,Papa Huamantanga
2024-04-24,1.23,Papa Huayro
2024-04-24,0.86,Papa Negra Andina
2024-04-24,1.55,Papa Peruanita
2024-04-24,1.33,Papa Unica
2024-04-24,0.88,Papa Yungay
2024-04-25,1.83,Papa Amarilla
2024-04-25,0.89,Papa Blanca
2024-04-25,0.93,Papa Canchan
2024-04-25,1.08,Papa Color
2024-04-25,1.35,Papa Huamantanga
2024-04-25,1.13,Papa Huayro
2024-04-25,0.84,Papa Negra Andina
2024-04-25,1.53,Papa Peruanita
2024-04-25,1.23,Papa Unica
2024-04-25,0.89,Papa Yungay
2024-04-26,1.88,Papa Amarilla
2024-04-26,0.93,Papa Blanca
2024-04-26,0.93,Papa Canchan
2024-04-26,1.13,Papa Color
2024-04-26,1.4,Papa Huamantanga
2024-04-26,1.2,Papa Huayro
2024-04-26,0.86,Papa Negra Andina
2024-04-26,1.61,Papa Peruanita
2024-04-26,1.33,Papa Unica
2024-04-26,0.93,Papa Yungay
2024-04-27,1.78,Papa Amarilla
2024-04-27,0.89,Papa Blanca
2024-04-27,0.9,Papa Canchan
2024-04-27,1.09,Papa Color
2024-04-27,1.38,Papa Huamantanga
2024-04-27,1.18,Papa Huayro
2024-04-27,0.86,Papa Negra Andina
2024-04-27,1.6,Papa Peruanita
2024-04-27,1.28,Papa Unica
2024-04-27,0.89,Papa Yungay
2024-04-28,1.78,Papa Amarilla
2024-04-28,0.89,Papa Blanca
2024-04-28,0.9,Papa Canchan
2024-04-28,1.09,Papa Color
2024-04-28,1.38,Papa Huamantanga
2024-04-28,1.18,Papa Huayro
2024-04-28,0.86,Papa Negra Andina
2024-04-28,1.6,Papa Peruanita
2024-04-28,1.28,Papa Unica
2024-04-28,0.89,Papa Yungay
2024-04-29,1.93,Papa Amarilla
2024-04-29,1.04,Papa Blanca
2024-04-29,0.91,Papa Canchan
2024-04-29,1.1,Papa Color
2024-04-29,1.4,Papa Huamantanga
2024-04-29,1.18,Papa Huayro
2024-04-29,0.86,Papa Negra Andina
2024-04-29,1.43,Papa Peruanita
2024-04-29,1.28,Papa Unica
2024-04-29,1.04,Papa Yungay
2024-04-30,1.73,Papa Amarilla
2024-04-30,1.03,Papa Blanca
2024-04-30,0.95,Papa Canchan
2024-04-30,1.18,Papa Color
2024-04-30,1.33,Papa Huamantanga
2024-04-30,1.18,Papa Huayro
2024-04-30,0.86,Papa Negra Andina
2024-04-30,1.4,Papa Peruanita
2024-04-30,1.4,Papa Unica
2024-04-30,1.03,Papa Yungay
2024-05-01,1.73,Papa Amarilla
2024-05-01,1.03,Papa Blanca
2024-05-01,0.95,Papa Canchan
2024-05-01,1.18,Papa Color
2024-05-01,1.33,Papa Huamantanga
2024-05-01,1.18,Papa Huayro
2024-05-01,0.86,Papa Negra Andina
2024-05-01,1.4,Papa Peruanita
2024-05-01,1.4,Papa Unica
2024-05-01,1.03,Papa Yungay
2024-05-02,1.9,Papa Amarilla
2024-05-02,1.05,Papa Blanca
2024-05-02,1.0,Papa Canchan
2024-05-02,1.21,Papa Color
2024-05-02,1.33,Papa Huamantanga
2024-05-02,1.21,Papa Huayro
2024-05-02,0.86,Papa Negra Andina
2024-05-02,1.41,Papa Peruanita
2024-05-02,1.43,Papa Unica
2024-05-02,1.05,Papa Yungay
2024-05-03,1.73,Papa Amarilla
2024-05-03,1.04,Papa Blanca
2024-05-03,0.98,Papa Canchan
2024-05-03,1.2,Papa Color
2024-05-03,1.33,Papa Huamantanga
2024-05-03,1.3,Papa Huayro
2024-05-03,0.93,Papa Negra Andina
2024-05-03,1.49,Papa Peruanita
2024-05-03,1.43,Papa Unica
2024-05-03,1.04,Papa Yungay
2024-05-04,1.88,Papa Amarilla
2024-05-04,1.05,Papa Blanca
2024-05-04,0.98,Papa Canchan
2024-05-04,1.2,Papa Color
2024-05-04,1.48,Papa Huamantanga
2024-05-04,1.58,Papa Huayro
2024-05-04,0.93,Papa Negra Andina
2024-05-04,1.61,Papa Peruanita
2024-05-04,1.41,Papa Unica
2024-05-04,1.05,Papa Yungay
2024-05-05,1.88,Papa Amarilla
2024-05-05,1.05,Papa Blanca
2024-05-05,0.98,Papa Canchan
2024-05-05,1.2,Papa Color
2024-05-05,1.48,Papa Huamantanga
2024-05-05,1.58,Papa Huayro
2024-05-05,0.93,Papa Negra Andina
2024-05-05,1.61,Papa Peruanita
2024-05-05,1.41,Papa Unica
2024-05-05,1.05,Papa Yungay
2024-05-06,2.1,Papa Amarilla
2024-05-06,1.0,Papa Blanca
2024-05-06,1.03,Papa Canchan
2024-05-06,1.25,Papa Color
2024-05-06,1.7,Papa Huamantanga
2024-05-06,1.68,Papa Huayro
2024-05-06,1.04,Papa Negra Andina
2024-05-06,1.43,Papa Peruanita
2024-05-06,1.48,Papa Unica
2024-05-06,1.0,Papa Yungay
2024-05-07,2.1,Papa Amarilla
2024-05-07,1.04,Papa Blanca
2024-05-07,1.04,Papa Canchan
2024-05-07,1.23,Papa Color
2024-05-07,1.53,Papa Huamantanga
2024-05-07,1.58,Papa Huayro
2024-05-07,1.04,Papa Negra Andina
2024-05-07,1.5,Papa Peruanita
2024-05-07,1.43,Papa Unica
2024-05-07,1.04,Papa Yungay
2024-05-08,2.23,Papa Amarilla
2024-05-08,1.04,Papa Blanca
2024-05-08,0.96,Papa Canchan
2024-05-08,1.19,Papa Color
2024-05-08,1.68,Papa Huamantanga
2024-05-08,1.43,Papa Huayro
2024-05-08,0.96,Papa Negra Andina
2024-05-08,1.43,Papa Peruanita
2024-05-08,1.41,Papa Unica
2024-05-08,1.04,Papa Yungay
2024-05-09,2.58,Papa Amarilla
2024-05-09,1.05,Papa Blanca
2024-05-09,0.96,Papa Canchan
2024-05-09,1.22,Papa Color
2024-05-09,1.63,Papa Huamantanga
2024-05-09,1.48,Papa Huayro
2024-05-09,0.95,Papa Negra Andina
2024-05-09,1.5,Papa Peruanita
2024-05-09,1.48,Papa Unica
2024-05-09,1.05,Papa Yungay
2024-05-10,2.7,Papa Amarilla
2024-05-10,1.05,Papa Blanca
2024-05-10,1.03,Papa Canchan
2024-05-10,1.31,Papa Color
2024-05-10,1.71,Papa Huamantanga
2024-05-10,1.6,Papa Huayro
2024-05-10,1.03,Papa Negra Andina
2024-05-10,1.58,Papa Peruanita
2024-05-10,1.6,Papa Unica
2024-05-10,1.05,Papa Yungay
2024-05-11,2.13,Papa Amarilla
2024-05-11,0.98,Papa Blanca
2024-05-11,1.0,Papa Canchan
2024-05-11,1.21,Papa Color
2024-05-11,1.4,Papa Huamantanga
2024-05-11,1.23,Papa Huayro
2024-05-11,1.03,Papa Negra Andina
2024-05-11,1.53,Papa Peruanita
2024-05-11,1.43,Papa Unica
2024-05-11,0.98,Papa Yungay
2024-05-12,2.13,Papa Amarilla
2024-05-12,0.98,Papa Blanca
2024-05-12,1.0,Papa Canchan
2024-05-12,1.21,Papa Color
2024-05-12,1.4,Papa Huamantanga
2024-05-12,1.23,Papa Huayro
2024-05-12,1.03,Papa Negra Andina
2024-05-12,1.53,Papa Peruanita
2024-05-12,1.43,Papa Unica
2024-05-12,0.98,Papa Yungay
2024-05-13,2.13,Papa Amarilla
2024-05-13,0.99,Papa Blanca
2024-05-13,1.08,Papa Canchan
2024-05-13,1.29,Papa Color
2024-05-13,1.63,Papa Huamantanga
2024-05-13,1.26,Papa Huayro
2024-05-13,1.03,Papa Negra Andina
2024-05-13,1.54,Papa Peruanita
2024-05-13,1.5,Papa Unica
2024-05-13,0.99,Papa Yungay
2024-05-14,2.1,Papa Amarilla
2024-05-14,1.0,Papa Blanca
2024-05-14,0.98,Papa Canchan
2024-05-14,1.23,Papa Color
2024-05-14,1.43,Papa Huamantanga
2024-05-14,1.13,Papa Huayro
2024-05-14,0.96,Papa Negra Andina
2024-05-14,1.51,Papa Peruanita
2024-05-14,1.49,Papa Unica
2024-05-14,1.0,Papa Yungay
2024-05-15,1.93,Papa Amarilla
2024-05-15,0.96,Papa Blanca
2024-05-15,1.0,Papa Canchan
2024-05-15,1.2,Papa Color
2024-05-15,1.33,Papa Huamantanga
2024-05-15,1.2,Papa Huayro
2024-05-15,0.96,Papa Negra Andina
2024-05-15,1.41,Papa Peruanita
2024-05-15,1.4,Papa Unica
2024-05-15,0.96,Papa Yungay
2024-05-16,1.88,Papa Amarilla
2024-05-16,0.94,Papa Blanca
2024-05-16,0.98,Papa Canchan
2024-05-16,1.15,Papa Color
2024-05-16,1.4,Papa Huamantanga
2024-05-16,1.13,Papa Huayro
2024-05-16,0.96,Papa Negra Andina
2024-05-16,1.3,Papa Peruanita
2024-05-16,1.33,Papa Unica
2024-05-16,0.94,Papa Yungay
2024-05-17,2.05,Papa Amarilla
2024-05-17,0.86,Papa Blanca
2024-05-17,0.98,Papa Canchan
2024-05-17,1.15,Papa Color
2024-05-17,1.31,Papa Huamantanga
2024-05-17,1.05,Papa Huayro
2024-05-17,0.88,Papa Negra Andina
2024-05-17,1.35,Papa Peruanita
2024-05-17,1.31,Papa Unica
2024-05-17,0.86,Papa Yungay
2024-05-18,2.28,Papa Amarilla
2024-05-18,0.95,Papa Blanca
2024-05-18,1.13,Papa Canchan
2024-05-18,1.31,Papa Color
2024-05-18,1.45,Papa Huamantanga
2024-05-18,1.21,Papa Huayro
2024-05-18,0.96,Papa Negra Andina
2024-05-18,1.48,Papa Peruanita
2024-05-18,1.5,Papa Unica
2024-05-18,0.95,Papa Yungay
2024-05-19,2.28,Papa Amarilla
2024-05-19,0.95,Papa Blanca
2024-05-19,1.13,Papa Canchan
2024-05-19,1.31,Papa Color
2024-05-19,1.45,Papa Huamantanga
2024-05-19,1.21,Papa Huayro
2024-05-19,0.96,Papa Negra Andina
2024-05-19,1.48,Papa Peruanita
2024-05-19,1.5,Papa Unica
2024-05-19,0.95,Papa Yungay
2024-05-20,2.25,Papa Amarilla
2024-05-20,0.95,Papa Blanca
2024-05-20,1.1,Papa Canchan
2024-05-20,1.26,Papa Color
2024-05-20,1.45,Papa Huamantanga
2024-05-20,1.18,Papa Huayro
2024-05-20,0.94,Papa Negra Andina
2024-05-20,1.46,Papa Peruanita
2024-05-20,1.43,Papa Unica
2024-05-20,0.95,Papa Yungay
2024-05-21,2.13,Papa Amarilla
2024-05-21,1.0,Papa Blanca
2024-05-21,1.03,Papa Canchan
2024-05-21,1.21,Papa Color
2024-05-21,1.35,Papa Huamantanga
2024-05-21,1.24,Papa Huayro
2024-05-21,0.95,Papa Negra Andina
2024-05-21,1.34,Papa Peruanita
2024-05-21,1.39,Papa Unica
2024-05-21,1.0,Papa Yungay
2024-05-22,2.2,Papa Amarilla
2024-05-22,1.05,Papa Blanca
2024-05-22,1.1,Papa Canchan
2024-05-22,1.29,Papa Color
2024-05-22,1.48,Papa Huamantanga
2024-05-22,1.28,Papa Huayro
2024-05-22,0.96,Papa Negra Andina
2024-05-22,1.38,Papa Peruanita
2024-05-22,1.48,Papa Unica
2024-05-22,1.05,Papa Yungay
2024-05-23,2.25,Papa Amarilla
2024-05-23,1.03,Papa Blanca
2024-05-23,1.08,Papa Canchan
2024-05-23,1.29,Papa Color
2024-05-23,1.5,Papa Huamantanga
2024-05-23,1.29,Papa Huayro
2024-05-23,0.95,Papa Negra Andina
2024-05-23,1.38,Papa Peruanita
2024-05-23,1.5,Papa Unica
2024-05-23,1.03,Papa Yungay
2024-05-24,2.4,Papa Amarilla
2024-05-24,0.98,Papa Blanca
2024-05-24,1.04,Papa Canchan
2024-05-24,1.27,Papa Color
2024-05-24,1.43,Papa Huamantanga
2024-05-24,1.29,Papa Huayro
2024-05-24,0.95,Papa Negra Andina
2024-05-24,1.43,Papa Peruanita
2024-05-24,1.5,Papa Unica
2024-05-24,0.98,Papa Yungay
2024-05-25,2.4,Papa Amarilla
2024-05-25,0.96,Papa Blanca
2024-05-25,1.05,Papa Canchan
2024-05-25,1.29,Papa Color
2024-05-25,1.41,Papa Huamantanga
2024-05-25,1.28,Papa Huayro
2024-05-25,0.93,Papa Negra Andina
2024-05-25,1.43,Papa Peruanita
2024-05-25,1.53,Papa Unica
2024-05-25,0.96,Papa Yungay
2024-05-26,2.4,Papa Amarilla
2024-05-26,0.96,Papa Blanca
2024-05-26,1.05,Papa Canchan
2024-05-26,1.29,Papa Color
2024-05-26,1.41,Papa Huamantanga
2024-05-26,1.28,Papa Huayro
2024-05-26,0.93,Papa Negra Andina
2024-05-26,1.43,Papa Peruanita
2024-05-26,1.53,Papa Unica
2024-05-26,0.96,Papa Yungay
2024-05-27,2.53,Papa Amarilla
2024-05-27,0.95,Papa Blanca
2024-05-27,1.03,Papa Canchan
2024-05-27,1.23,Papa Color
2024-05-27,1.4,Papa Huamantanga
2024-05-27,1.36,Papa Huayro
2024-05-27,0.93,Papa Negra Andina
2024-05-27,1.5,Papa Peruanita
2024-05-27,1.43,Papa Unica
2024-05-27,0.95,Papa Yungay
2024-05-28,2.73,Papa Amarilla
2024-05-28,0.94,Papa Blanca
2024-05-28,1.05,Papa Canchan
2024-05-28,1.24,Papa Color
2024-05-28,1.4,Papa Huamantanga
2024-05-28,1.4,Papa Huayro
2024-05-28,0.95,Papa Negra Andina
2024-05-28,1.53,Papa Peruanita
2024-05-28,1.43,Papa Unica
2024-05-28,0.94,Papa Yungay
2024-05-29,2.73,Papa Amarilla
2024-05-29,0.94,Papa Blanca
2024-05-29,1.03,Papa Canchan
2024-05-29,1.28,Papa Color
2024-05-29,1.48,Papa Huamantanga
2024-05-29,1.5,Papa Huayro
2024-05-29,0.98,Papa Negra Andina
2024-05-29,1.53,Papa Peruanita
2024-05-29,1.53,Papa Unica
2024-05-29,0.94,Papa Yungay
2024-05-30,2.88,Papa Amarilla
2024-05-30,0.96,Papa Blanca
2024-05-30,1.05,Papa Canchan
2024-05-30,1.28,Papa Color
2024-05-30,1.48,Papa Huamantanga
2024-05-30,1.41,Papa Huayro
2024-05-30,0.94,Papa Negra Andina
2024-05-30,1.43,Papa Peruanita
2024-05-30,1.5,Papa Unica
2024-05-30,0.96,Papa Yungay
2024-05-31,2.88,Papa Amarilla
2024-05-31,1.0,Papa Blanca
2024-05-31,1.08,Papa Canchan
2024-05-31,1.29,Papa Color
2024-05-31,1.58,Papa Huamantanga
2024-05-31,1.49,Papa Huayro
2024-05-31,0.98,Papa Negra Andina
2024-05-31,1.5,Papa Peruanita
2024-05-31,1.5,Papa Unica
2024-05-31,1.0,Papa Yungay
2024-06-01,2.8,Papa Amarilla
2024-06-01,0.94,Papa Blanca
2024-06-01,1.03,Papa Canchan
2024-06-01,1.31,Papa Color
2024-06-01,1.43,Papa Huamantanga
2024-06-01,1.46,Papa Huayro
2024-06-01,0.94,Papa Negra Andina
2024-06-01,1.5,Papa Peruanita
2024-06-01,1.6,Papa Unica
2024-06-01,0.94,Papa Yungay
2024-06-02,2.8,Papa Amarilla
2024-06-02,0.94,Papa Blanca
2024-06-02,1.03,Papa Canchan
2024-06-02,1.31,Papa Color
2024-06-02,1.43,Papa Huamantanga
2024-06-02,1.46,Papa Huayro
2024-06-02,0.94,Papa Negra Andina
2024-06-02,1.5,Papa Peruanita
2024-06-02,1.6,Papa Unica
2024-06-02,0.94,Papa Yungay
2024-06-03,2.9,Papa Amarilla
2024-06-03,1.05,Papa Blanca
2024-06-03,1.08,Papa Canchan
2024-06-03,1.35,Papa Color
2024-06-03,1.6,Papa Huamantanga
2024-06-03,1.5,Papa Huayro
2024-06-03,1.04,Papa Negra Andina
2024-06-03,1.5,Papa Peruanita
2024-06-03,1.63,Papa Unica
2024-06-03,1.05,Papa Yungay
2024-06-04,2.9,Papa Amarilla
2024-06-04,1.05,Papa Blanca
2024-06-04,1.03,Papa Canchan
2024-06-04,1.32,Papa Color
2024-06-04,1.48,Papa Huamantanga
2024-06-04,1.53,Papa Huayro
2024-06-04,1.05,Papa Negra Andina
2024-06-04,1.59,Papa Peruanita
2024-06-04,1.61,Papa Unica
2024-06-04,1.05,Papa Yungay
2024-06-05,3.08,Papa Amarilla
2024-06-05,1.08,Papa Blanca
2024-06-05,1.06,Papa Canchan
2024-06-05,1.35,Papa Color
2024-06-05,1.43,Papa Huamantanga
2024-06-05,1.55,Papa Huayro
2024-06-05,1.05,Papa Negra Andina
2024-06-05,1.53,Papa Peruanita
2024-06-05,1.63,Papa Unica
2024-06-05,1.08,Papa Yungay
2024-06-06,3.2,Papa Amarilla
2024-06-06,1.04,Papa Blanca
2024-06-06,1.08,Papa Canchan
2024-06-06,1.3,Papa Color
2024-06-06,1.53,Papa Huamantanga
2024-06-06,1.59,Papa Huayro
2024-06-06,1.08,Papa Negra Andina
2024-06-06,1.61,Papa Peruanita
2024-06-06,1.53,Papa Unica
2024-06-06,1.04,Papa Yungay
2024-06-07,3.2,Papa Amarilla
2024-06-07,1.01,Papa Blanca
2024-06-07,1.06,Papa Canchan
2024-06-07,1.28,Papa Color
2024-06-07,1.49,Papa Huamantanga
2024-06-07,1.58,Papa Huayro
2024-06-07,1.05,Papa Negra Andina
2024-06-07,1.61,Papa Peruanita
2024-06-07,1.49,Papa Unica
2024-06-07,1.01,Papa Yungay
2024-06-08,3.13,Papa Amarilla
2024-06-08,1.0,Papa Blanca
2024-06-08,1.1,Papa Canchan
2024-06-08,1.35,Papa Color
2024-06-08,1.49,Papa Huamantanga
2024-06-08,1.53,Papa Huayro
2024-06-08,1.08,Papa Negra Andina
2024-06-08,1.58,Papa Peruanita
2024-06-08,1.6,Papa Unica
2024-06-08,1.0,Papa Yungay
2024-06-09,3.13,Papa Amarilla
2024-06-09,1.0,Papa Blanca
2024-06-09,1.1,Papa Canchan
2024-06-09,1.35,Papa Color
2024-06-09,1.49,Papa Huamantanga
2024-06-09,1.53,Papa Huayro
2024-06-09,1.08,Papa Negra Andina
2024-06-09,1.58,Papa Peruanita
2024-06-09,1.6,Papa Unica
2024-06-09,1.0,Papa Yungay
2024-06-10,3.13,Papa Amarilla
2024-06-10,1.03,Papa Blanca
2024-06-10,1.13,Papa Canchan
2024-06-10,1.37,Papa Color
2024-06-10,1.5,Papa Huamantanga
2024-06-10,1.51,Papa Huayro
2024-06-10,1.06,Papa Negra Andina
2024-06-10,1.58,Papa Peruanita
2024-06-10,1.61,Papa Unica
2024-06-10,1.03,Papa Yungay
2024-06-11,2.85,Papa Amarilla
2024-06-11,1.1,Papa Blanca
2024-06-11,1.13,Papa Canchan
2024-06-11,1.4,Papa Color
2024-06-11,1.63,Papa Huamantanga
2024-06-11,1.65,Papa Huayro
2024-06-11,1.1,Papa Negra Andina
2024-06-11,1.68,Papa Peruanita
2024-06-11,1.68,Papa Unica
2024-06-11,1.1,Papa Yungay
2024-06-12,2.85,Papa Amarilla
2024-06-12,1.08,Papa Blanca
2024-06-12,1.15,Papa Canchan
2024-06-12,1.41,Papa Color
2024-06-12,1.5,Papa Huamantanga
2024-06-12,1.53,Papa Huayro
2024-06-12,1.08,Papa Negra Andina
2024-06-12,1.8,Papa Peruanita
2024-06-12,1.68,Papa Unica
2024-06-12,1.08,Papa Yungay
2024-06-13,2.9,Papa Amarilla
2024-06-13,1.05,Papa Blanca
2024-06-13,1.13,Papa Canchan
2024-06-13,1.43,Papa Color
2024-06-13,1.6,Papa Huamantanga
2024-06-13,1.53,Papa Huayro
2024-06-13,1.08,Papa Negra Andina
2024-06-13,1.83,Papa Peruanita
2024-06-13,1.73,Papa Unica
2024-06-13,1.05,Papa Yungay
2024-06-14,2.9,Papa Amarilla
2024-06-14,1.05,Papa Blanca
2024-06-14,1.1,Papa Canchan
2024-06-14,1.41,Papa Color
2024-06-14,1.6,Papa Huamantanga
2024-06-14,1.49,Papa Huayro
2024-06-14,1.06,Papa Negra Andina
2024-06-14,1.83,Papa Peruanita
2024-06-14,1.71,Papa Unica
2024-06-14,1.05,Papa Yungay
2024-06-15,2.8,Papa Amarilla
2024-06-15,1.03,Papa Blanca
2024-06-15,1.13,Papa Canchan
2024-06-15,1.4,Papa Color
2024-06-15,1.7,Papa Huamantanga
2024-06-15,1.61,Papa Huayro
2024-06-15,1.06,Papa Negra Andina
2024-06-15,1.73,Papa Peruanita
2024-06-15,1.68,Papa Unica
2024-06-15,1.03,Papa Yungay
2024-06-16,2.8,Papa Amarilla
2024-06-16,1.03,Papa Blanca
2024-06-16,1.13,Papa Canchan
2024-06-16,1.4,Papa Color
2024-06-16,1.7,Papa Huamantanga
2024-06-16,1.61,Papa Huayro
2024-06-16,1.06,Papa Negra Andina
2024-06-16,1.73,Papa Peruanita
2024-06-16,1.68,Papa Unica
2024-06-16,1.03,Papa Yungay
2024-06-17,2.73,Papa Amarilla
2024-06-17,1.08,Papa Blanca
2024-06-17,1.14,Papa Canchan
2024-06-17,1.43,Papa Color
2024-06-17,1.7,Papa Huamantanga
2024-06-17,1.69,Papa Huayro
2024-06-17,1.1,Papa Negra Andina
2024-06-17,1.6,Papa Peruanita
2024-06-17,1.71,Papa Unica
2024-06-17,1.08,Papa Yungay
2024-06-18,2.73,Papa Amarilla
2024-06-18,1.1,Papa Blanca
2024-06-18,1.14,Papa Canchan
2024-06-18,1.43,Papa Color
2024-06-18,1.69,Papa Huamantanga
2024-06-18,1.7,Papa Huayro
2024-06-18,1.08,Papa Negra Andina
2024-06-18,1.6,Papa Peruanita
2024-06-18,1.73,Papa Unica
2024-06-18,1.1,Papa Yungay
2024-06-19,3.0,Papa Amarilla
2024-06-19,1.08,Papa Blanca
2024-06-19,1.2,Papa Canchan
2024-06-19,1.46,Papa Color
2024-06-19,1.64,Papa Huamantanga
2024-06-19,1.66,Papa Huayro
2024-06-19,1.15,Papa Negra Andina
2024-06-19,1.7,Papa Peruanita
2024-06-19,1.73,Papa Unica
2024-06-19,1.08,Papa Yungay
2024-06-20,3.08,Papa Amarilla
2024-06-20,1.1,Papa Blanca
2024-06-20,1.15,Papa Canchan
2024-06-20,1.44,Papa Color
2024-06-20,1.65,Papa Huamantanga
2024-06-20,1.66,Papa Huayro
2024-06-20,1.15,Papa Negra Andina
2024-06-20,1.63,Papa Peruanita
2024-06-20,1.73,Papa Unica
2024-06-20,1.1,Papa Yungay
2024-06-21,3.08,Papa Amarilla
2024-06-21,1.14,Papa Blanca
2024-06-21,1.15,Papa Canchan
2024-06-21,1.41,Papa Color
2024-06-21,1.68,Papa Huamantanga
2024-06-21,1.66,Papa Huayro
2024-06-21,1.15,Papa Negra Andina
2024-06-21,1.63,Papa Peruanita
2024-06-21,1.68,Papa Unica
2024-06-21,1.14,Papa Yungay
2024-06-22,3.2,Papa Amarilla
2024-06-22,1.14,Papa Blanca
2024-06-22,1.21,Papa Canchan
2024-06-22,1.51,Papa Color
2024-06-22,1.65,Papa Huamantanga
2024-06-22,1.68,Papa Huayro
2024-06-22,1.15,Papa Negra Andina
2024-06-22,1.71,Papa Peruanita
2024-06-22,1.8,Papa Unica
2024-06-22,1.14,Papa Yungay
2024-06-23,3.2,Papa Amarilla
2024-06-23,1.14,Papa Blanca
2024-06-23,1.21,Papa Canchan
2024-06-23,1.51,Papa Color
2024-06-23,1.65,Papa Huamantanga
2024-06-23,1.68,Papa Huayro
2024-06-23,1.15,Papa Negra Andina
2024-06-23,1.71,Papa Peruanita
2024-06-23,1.8,Papa Unica
2024-06-23,1.14,Papa Yungay
2024-06-24,3.2,Papa Amarilla
2024-06-24,1.24,Papa Blanca
2024-06-24,1.23,Papa Canchan
2024-06-24,1.48,Papa Color
2024-06-24,1.68,Papa Huamantanga
2024-06-24,1.7,Papa Huayro
2024-06-24,1.15,Papa Negra Andina
2024-06-24,1.88,Papa Peruanita
2024-06-24,1.73,Papa Unica
2024-06-24,1.24,Papa Yungay
2024-06-25,3.33,Papa Amarilla
2024-06-25,1.28,Papa Blanca
2024-06-25,1.3,Papa Canchan
2024-06-25,1.49,Papa Color
2024-06-25,1.71,Papa Huamantanga
2024-06-25,1.8,Papa Huayro
2024-06-25,1.26,Papa Negra Andina
2024-06-25,1.88,Papa Peruanita
2024-06-25,1.68,Papa Unica
2024-06-25,1.28,Papa Yungay
2024-06-26,3.23,Papa Amarilla
2024-06-26,1.3,Papa Blanca
2024-06-26,1.35,Papa Canchan
2024-06-26,1.56,Papa Color
2024-06-26,1.73,Papa Huamantanga
2024-06-26,1.88,Papa Huayro
2024-06-26,1.23,Papa Negra Andina
2024-06-26,1.88,Papa Peruanita
2024-06-26,1.78,Papa Unica
2024-06-26,1.3,Papa Yungay
2024-06-27,3.3,Papa Amarilla
2024-06-27,1.23,Papa Blanca
2024-06-27,1.3,Papa Canchan
2024-06-27,1.59,Papa Color
2024-06-27,1.9,Papa Huamantanga
2024-06-27,2.08,Papa Huayro
2024-06-27,1.25,Papa Negra Andina
2024-06-27,2.08,Papa Peruanita
2024-06-27,1.88,Papa Unica
2024-06-27,1.23,Papa Yungay
2024-06-28,3.3,Papa Amarilla
2024-06-28,1.23,Papa Blanca
2024-06-28,1.34,Papa Canchan
2024-06-28,1.62,Papa Color
2024-06-28,1.9,Papa Huamantanga
2024-06-28,2.15,Papa Huayro
2024-06-28,1.26,Papa Negra Andina
2024-06-28,1.93,Papa Peruanita
2024-06-28,1.9,Papa Unica
2024-06-28,1.23,Papa Yungay
2024-06-29,3.33,Papa Amarilla
2024-06-29,1.2,Papa Blanca
